stars,review_stars,text
2.5,1,"Went into the deer valley location earlier today (technically yesterday, on Saturday) and since it's  a slow night here (graveyard shift), i decide to hop online to read reviews to see if anyone else had a bad experience there too, and based on my gut, I had a feeling the place would have their share of bad reviews, and WOWzers, boy do they! So it looks like I've dodged a bullet by deciding not to buy there next weekend, though it's not like I received much help, even if I had been ready to buy today. Which brings me to this, leaving a review about the numerous issues I had with that place (which should be renamed -Rude Dealers, with Unknown Prices) 

I'll list just some of the issues in detail below, but before I do, you should know, I'm not someone who normally writes reviews and rarely complains, but in this case I am, because I'm more than a little irritated by our experience at this dealership, as well as what I've just read from other reviewers about this place. Im guessing buying from them would be regretful.

Here's my dilemma, the dealership is the only place for MANY MILES that has a particular trailer model we have been leaning towards, so now what? 

Are we are forced to drive clear across town to buy the model from someone else? Or should we take a craps shoot and buy from that dealership, and then pray that we won't have problems down the line with our RV or with their unprofessional management, salespeople and possibly service dept?

I've said a lot already, but here's the meat and potatoes of my numerous issues with that place-

1st. No one helping until we had been there awhile, and even then not very helpful. Heck, we didn't even get a ""Hello, can we help you"" when we walked in, like other dealerships greeters do. Guess they're so busy they don't need our business, and don't mind just ignoring us.

2nd. Once we finally got a salesman, he didn't seem to care as much once I let him know that i wasn't going to purchase until we had some time to compare prices & talk it over. After that news, he couldn't bother to go find a price for us, because apparently it wasn't on his paper (And why wasn't it priced? Im not sure that part was entirely his fault) but you'd think he'd at least find out for us, but no. 
I guess he assumed that since he wasn't making money right then and there, that he no longer needed to treat me as such, he even started helping someone else, and left us hanging. So we still have no idea what the price is  Which is a shame, since we plan to buy in the next week or two.

I felt like we were treated as if we don't matter, since we were only looking today, and not yet buying. 
Very poor business ethics. 

3rd. Luckily I didn't bring my daughters, or this would've been a whole other review and probably a complaint in writting too, because anytime a salesman or manager (not sure which he was) Screams at a person the words 'F***ing Shit' along with other things with visible anger, it sets a very dark and uncomfortable tone.
I think the guy might have either been quitting or firing someone, because he also said something about 'Clock the F*** Out'

Hearing him scream ""clock the F out"" makes me think one of 2 things, either the skinny guy with a tatt on his leg was a salesman, and had such huge issues with that place that he felt the need to quit in a loud way just to let people know that he was clocking out of that joke of a place, or worse maybe he's a manager, and doesn't have enough sense to fire someone in a calm and professional way, but instead chose to scream at them to clock out. Which means, he likely can't control his temper enough to conduct himself in a respectful way if we begin to have issues with our RV and want to take advantage of their so called 'forever lifetime warrenty' Plan.

After reading the reviews, I can safely draw the conclusion that this company doesn't care to treat their customers or their children (with young ears) with any leval of respect.
Thankfully my daughters were not with me to hear the outburst.

For the company sake, I hope he's just a salesman that quit, and they start hiring salesmen of better quality, and then train the rest of the salesmen (like our guy) to treat people who are not quite ready to buy, the same as if they were ready.

But on a good note, they have an amazing indoor showroom that gives the feel of camping at night, including firepits, tents and bird sounds. It was actually really neat to see.
But sadly, it was literally the only good thing about the entire experience.

And lastly, they have a very confusing website, it's not user friendly. I've never experienced such a poorly developed site. That probably should have been my first indication that the place isn't the best choice. And it shouldn't be yours either.

Well, is 6am and time for me to ""Clock out"" too.
I'm tired, but I guess we'll need to drive across town to look at another dealership this morning."
2.5,1,"The biggest crooks, did not do what they said they would do but charged a huge amount, took 2 months  or longer , never returned phone calls, plus rats got in the motor home, I would not go there even if your desperate, your better off pulling into a McDonald's and getting better results. They lie lie lie , don't go to them."
2.5,1,"Long story, short result. One star is too many. NEVER GO HERE... Took a class A coach in for slide repair. Was asked to sign a work order that was open-ended (no amount listed, but agree to pay any and all charges). I refused and asked for a written estimate to be sent to our extended warranty company. This was done after more than 3 weeks of prodding. Estimate was approved as submitted, but wait; during the repair they found more labor was required for the repair and needed a few hundred more dollars from me. They are NOT customer oriented. I complained, and even spoke to a member of the owners family; they just don't care. The other reviews on Yelp would seem to corroborate that as well. This repair was a complete circus from the beginning. Beware...."
2.5,1,"Our first experience with LDLP of deer valley was when we wanted to trade in our old camper for a new one. The salesman wanted us to sign a credit run app before actually giving us the list price of the camper. I told him that I wasn't signing anything until I knew the price of the camper. He took that request to his manager- and his manager said ""you are the kind of people that would smile and that they would never see us again"" upon our request. Which makes you wonder what type of people are running the place. After hearing that from the salesman we decided to take our business else where. That was back in 2014. The reason why we picked LDLP was because it was close location wise for us (it was a 10 minute drive from us). After purchasing a 5th wheel at a different RV dealer we had an extended warranty on it which any sertified repair shop was allowed to work on our camper. So, seeing that LDLP was close to us we decided to take it to them for a couple repairs. Which 1 they could not fix. Here's the kicker! They have you sign a piece of paper that states that they are not responsible for any stolen or lost items. So, not knowing that this meant stuff that was already on and bolted down to the RV was included. What ended up missing was my flat screen TV! And LDLP shuged their shoulders and said ""sorry! You are the one that signed this paper, you're out a TV"". So before warned take your expensive stuff out so they won't steal it, or don't even bother handing over the keys to your camper and take your business else where. Guess I should have learned the first time. Will NEVER deal with them again! 
June 19th 2015"
2.5,1,"TERRIBLE service...... Everyone that looks at this review thinks..""well it's a dealership, nobody will leave happy."" WRONG! Please everybody looking into buying a trailer PLEASE take my review into consideration. This dealership is so unbelievably scandalous. The salesmen and everyone there are scam artists. My husband and I we're ready to walk out with a travel trailer and last minute, all of the sudden, things we're missing out of the trailer?? And the prices changes significantly? I was shocked. These people are by far unprofessional ... The salesman took a customer that had already bought a trailer, took the customer over to the trailer my husband and I we're looking at and basically put on a play and said hey this customer is looking into buying this trailer can you all get out so I can show him this trailer. Mind you this was all while we we're sitting in the trailer looking at it..... And had put a holding deposit on it. Unbelievable! Extremely unprofessional. Do not trust this company.  Then once we left to go eat lunch earl the salesman calls me back and says that they can not sell us the trailer that the original owner of the trailer is coming to pick it up..... Wow is all I have to say. So glad I didn't invest the money in that trailer . Watch out!

Let me also add my credit score is around 750 so is my husbands we own a business our selves. These people gave us the most terrible payment plan and interest rate for the credit we have. I've never felt like I was such an inconvenience to a company that had something to sell.... Im appalled."
2.5,1,Anything higher than 1 star on this place is a fake review.   Service department is messed up
2.5,1,"Not only do they not call and see if you are satisfied after you purchase something from them, they do not honor the warranty of the work that they do.  Steer clear of this place, plus they are very expensive for repairs!!!"
2.5,5,"We had a great experience buying our new '16 Viking popup camper at LDLP. Upfront pricing, no hidden costs, good helpful tips and advice. Smooth purchase and easy fun delivery.  But most of all terrific service. Thanks Tyler, Danny, Don, Amber, Big Mike, Big Big Mike and everybody else at Little Dealer Little Prices Deer Valley."
2.5,1,"So far I am very dis-pleased with the service department. I took my pop-up trailer in for repairs because I bought it at this exact location and my trailer won't crank up anymore . It has been there for two weeks and not a single part has been ordered yet, I don't know why they're dragging their feet on this repair."
2.5,1,"Took our pop-up camper in for inspection and minor maintenance.  Inspection was supposed to tell us everything wrong with the camper.  Almost $1k later, still don't know what was done!  Besides flushing the system, things that were supposed to be fix weren't, husband still found issues needing fixed NOR could they produce a report of everything they ""inspected"" with results.  At $120/hr labor, feels like a rip off.  Ps...they kept the camper for a week!  Sufficient amount of time to do a quality job."
2.5,1,What is it with this place? For two weeks I've been calling and emailing trying to get an appointment for service. You can't just talk to someone who can help you. There's only one person who handles your type of call and they are always busy so they transfer you to their voicemail. You leave countless messages and emails and nothing. Not a phone call returned or email replied. So finally the wife calls and demands to talk to someone and they say we can't get you in for least 23 days....... I literally just want the water pump looked at because it wont stop making noise and the oil changed on the generator. How they stay in business treating customers like this is beyond me.
2.5,5,"I have used the LDLP for only parts and knowledge. Michelle the parts girl is amazing. She is really nice and friendly and will help you any way possible. 

The service adviser Phillip is a gruff guy, you just need to understand it is his way but he is just as nice and helpful. 

The prices are right on par with everyone else and the selection is good. 

The Jaycos are great trailers I am on my 2nd. :)"
2.5,1,"I walked into this place because I'd seen somewhere online that they carried a particular brand I was looking for.  When I asked to see those at the reception desk, I was asked if I saw that on Craigslist.  Hunh?  Uh, no.

A sales rep approached and asked what I was looking for.  When I shared, he started disparaging that brand, which, in essence, was telling me I was not very smart, in his opinion, for looking at those trailers.  I took no names down, but have not one iota of intention to ever return or do business with this place.

I think I get why they have the uniforms they have, but I gotta say, the staff dressed the way they are enhances their image as a joke."
2.5,1,"If i were just rating warranty, Shane would get five stars. this is about sales, parts, and service. We bought our 2016 Jayco greyhawk 31ML back in June of 2015 from them. I noticed there was no grill box in closet and Jon Hennesse said they dont actually keep them in the rigs because people would steal them and they'll put it in the closet when we buy it. understandable. so we liked it for our family of five and bought it and a week later we came to pick it up and do a training walk through as this is our first RV. So during all this training I forgot to ask about the grill and didn't notice that no one put it in the closet. As we were packing it for the first time to leave to Washington I noticed that the grill wasn't in there. So i text Jon and he said he would take care of me when we got back from vacation in July. When we got back I was almost immediately injured and hospitalized and didnt remember to call them back till September. Well Jon no longer worked there and told me to get in touch with someone named KC  when I went there KC wasn't there or available and i left a message and it was never returned. I asked again when i had to get the shower fixed and the service people told me i needed to talk to Danny Graham but he was in a meeting and i had to leave a message which was never returned. I went there again a few weeks ago to get a price quote for a tow kit for my RV and jeep and again Danny was in a meeting and i had to leave a message. When i dropped the RV and Jeep off Danny was AGAIN in a meeting and i had to leave a message...... whatever ive lived without the grill for this long and this isn't what really made me rate them today. My quote LDLP gave me for the blue ox Tow Kit install for the RV and baseplate and invisibrake for the jeep was the cheapest in town (or so I thought). I saved even more money by buying some parts on amazon and LDLP price matched the others. 6/3 Zane called me to tell me my RV and jeep were ready. Went to pick it up and installer guy said to me ""hey you know with this set up you're going to want to get a brake system installed on that jeep"" I said ""um I paid to have invisibrake installed.""  the installer found the part I had already paid for in the back and said it would be done today. I asked Zane what happened and he didnt know so i said ""well i already paid for installation"" and he said ""there might be more now, because the installers dont work for free but i'll see what I can do, ill take responsibility."" so we left rvless and jeepless and he called me later that day and said the installer wont finish today and because it was Friday it would be ready on Monday. Monday comes and Zane called me to pick it up. we got there after work around 4pm and Zane had apparently left early because of a ""stubbed thumb"" is what I was told so i go to the counter and Shane who doesn't know anything about this and says my bill was 878.75 because it took him 8 hours when invisibrake website says 3 to 5! We're now 987.63 over the original quote! I had to pay it to get my vehicles back and they show me how to work this and then i get in the rv to drive it home and the gas tank WAS ON E! i dropped it off with just under a half tank. No one would help me get gas and they sent me to a fleet gas place up the road so i drove there in the RV but you need a special gas card to fill up there. so I stood there in the heat to look up where a gas station would be that was big enough for the rv AND the Jeep in tow and it was rush hour, deer valley road is stupid busy, this was my first time driving while towing something so this was INSANELY stressful. all the towing videos on youtube didn't prepare me for this.I don't know exactly where the problem lies with this company, maybe they don't know how to conduct business, lack of communication among employees, or maybe they just really like to rip off their customers. I cannot believe the owners, who give out bibles at the front door, would allow customers to be treated like this."
2.5,1,"I purchased a 33' toy hauler about 3 months ago for about $40K.  When I picked it up there were a few things that needed to be address.  Three months later and with my trailer sitting at Little Dealer for a total of over 4 weeks (while I pay the payments) they still don't have 1/2 of the issues fixed.  This past time I scheduled an appointment 3 weeks in advance for a Monday.  Then, dropped of the trailer for work.  Here it is Friday and they haven't touched it.  They boast about their ""great customer service"" but it is NOT TRUE AT ALL.  They seem to be good people, but obviously the people running the place don't have the first clue about what they are doing.  Further, when I picked up my ""brand new"" Jayco one of the window had a broken latch.  They told me that this is not covered under warranty.....  It was broken at the time of delivery; how can this be my responsibility.  Additionally, the fuel tank was full of plastic pieces that it pumps out into my equipment, the water tanks are not secure and move around under the trailer and the paint on the front of the trailer has already started to fade.  We really want to like these folks, but they couldn't try harder to make things difficult and inconvenient.  I am no longer a fan.... overall, a very terrible experience... and it continues...."
2.5,5,"Reasons to come here:

1.) You're hot
2.) You're bored
3.) You want to see what's the newest in ""modern convenience"" when RVing

But beware:

You just may find yourself the owner of an RV!

THIS PLACE IS FANTASTIC ~ They have a terrific indoor showroom (aaaah, nighttime cool, campfire lit and BONUS! no mosquitoes!) 

The outdoor lot is extensive and most RVs are unlocked so you may browse at your leisure (that's what RVing is all about, right!? Leisure!)  Thankfully, there's no ""high pressure"" sales here and it seems the name lives up to itself ""Little Dealer, Little Prices."" Well, actually, the place isn't so little, but the prices do seem right in line.  

There's also a fine ""general store"" that will fix you up with most items you'll need for your new rig - including that special TP that won't clog the fancy hydrodynamics involved in those on-the-road lavs. 

Hmmm, I'll just leave it at that!"
2.5,5,"We are staying in one of the many RV parks nearby and have discovered that our RV needed maintenance several times. Not because of neglect, but just in general because we like to be on top of things.  We are part of a captive audience because Little Dealer Little Prices is the only RV service center nearest to us.  In four years we have been taking our motor home for warranty service and they have been extremely accommodating.  Easy appt times, reliable service and staff has gone out of their way to make us happy.  I could name them but it would be unfair since they all go out of their way for us.  We are happy and will continue to do business with these folks. Totally reliable in every way!"
2.5,4,"We are planning on getting a trailer for next summer - so thought we would stop in. 

This place is awesome - and the kids agree! The indoor showroom makes it great when it is 110 outside, and does give a rather good impression of being outside at night.

Most of the RV's outside are unlocked during the day - so you don't have to have a salesperson follow you around. But, the lot is pretty big, and trekking back to the building is a pain... may just want to have a salesperson follow you. That is if you can get one to swelter with you in 110+ degree weather -  :)

We were actually looking for a rental place (we want to rent first to make sure that RV'ing is right for us). While they do not rent, the lady that helped us pointed me to a few online places where we could rent the exact models that we were looking at.

I will be giving this place first shot when/if we decide to buy."
2.5,2,"Judge for yourself....

Very nice people BUT that doesn't make much of a difference when they nickle & dime you on your purchase.  Example:  they charge a $300  ""prep"" fee for all sales, including used. I've never heard of such a fee and this is not my first dealer purchase.   When I asked about the tandem battery setup that was there when I signed the deal on my used trailer, the tech said ""Oh,....you wanted that?  I took it off because we provide a new battery when you buy a trailer from us.""  Cool, I said.  He also gave me back the extra box & cables that he'd removed. When I asked for them back.   But I had to reinstall them...he didn't even offer. 
 
A week later I review my sales receipt and saw that they'd CHARGED ME $100 for the ""new battery they provide with every purchase!"" 

 AND they padded my service bill to make it look like they'd done more than they did!  REALLY DISAPPOINTING! 

 That's among several other things I had a problem with.  Oh, and the response to my complaints that I put into writing? An email explanation....one of those ""I""m sorry YOU misunderstood me""  types of apologies! So I waited a couple of weeks to see if that was all the response I'd get and sure enough that was it!   I'm amazed that they care so little about the outcome of their sales experiences!  I'll bet this review will cost them more than what it would have cost if they'd simply called me or met with me and said ""how can we make this right?""  Whatever you do, DON'T use their service dept and as far as sales, check everything and if your questions aren't answered to your satisfaction, there's lots of competition around Phoenix, so GO ELSEWHERE!"
2.5,1,"This is the final straw that makes me no longer want to bring my vehicles to dealers. Worst communication I've ever had, after 2 weeks of hearing nothing i called and got a person that sent me to someone else's voicemail where left my name and number. Then another week went by, i called again to have them tell me they have tried to contact me but it was my old number they had on file but i gave them my recent number in the voicemail and when i dropped off the vehicle would you not make sure that you have the most current contact information (i bought from them in 2015 but this was my first time servicing through them and last)."
2.5,5,"I went in to the store on Deer Valley today. Danny and his team were very helpful. I didn't buy anything, in fact he recommended I go with what I have because it was the best for my situation. The sales world needs more people like him. If I do need anything, I'll be sure to go see him."
2.5,5,Little Dealer is amazing! The sales staff was extremely knowledgeable in all aspects and really helped me find the perfect Motorhome for my husband and I. I love the family owned and operated part of this business as well as allowing my dog to be in their offices! Will be back and will tell all my friends and family about Little Dealer.
2.5,1,"We bought a trailer from them last Summer, and similar to other posts, the sales process was smooth and friendly. The service side is what we're now seeing as the downside to this place. We left an expensive item in the trailer on accident when taking it in for some recall work. It got stolen. It was in a place where you'd have to really be searching for something. Doors were locked when I dropped it off and when I picked it up. Seems like an inside job. Mike the service manager didn't really care. No empathy at all. Just kept mentioning that we signed a paper that takes the liability off them and that we should not have left the item in there in the first place. Found out that the trailer also had a busted exterior light that wasn't broke when I took it in there. No desire to make things right on their side for either issue. The service department in general has no sense of customer service or friendliness. We got the trailer through the Costco Auto program, and they're definitely being notified about how their partner treats people. We're also taking our future business to another dealer going forward and will gladly steer future RV buyers away from Little Dealer."
2.5,4,"i hav;e a toy hauler, and had an inverter and solar panels put on it.  It has not worked like it was supposed to, so i took it in to Phillip, a service adviser at Little Dealer.  He found that it had the wrong switch on it, and had been wired wrong.  He exchanged the correct part for the wrong one, had it wired correctly, and  had it back to me well within my time line.  I am very happy that my coach is now working as promised."
2.5,1,"To whom ever is concerned ... DO NOT buy from Little Dealers Little Prices!!! Bought a workmate top for a work truck and the craftsmanship is terrible. Was told they would remake some shelving and install later. Been 2 months. Also when it rains my equipment and parts get wet because top leaks. Obviously these are designed to keep you product and tools out of the elements, this one does not! I spoke to Service over at the Phoenix store where I bought the top and then we're going to call the manufacture to have the manufacture call me. So much for standing behind your product. Been two weeks since this top leaked and the manufacture and little dealers don't seem to be too concerned about my product getting wet. So do yourself a huge favor and don't buy anything from them because they will not uphold their 100% guaranteed satisfaction. They been dancing around taking care of my issues for two months.

Robert
Connected Home Solutions"
2.5,1,"3/4/17 - Dropped off RV for service with Steven Vega, who committed to providing estimate for repairs (including what was/was not covered by warranty) within 2 weeks (3/18/2017). Steven agreed to return RV fixed by 04/01/2017.
3/26/17 - Received voicemail from Steven indicating the extended warranty company didn't cover any of the repair request. No quote was provided as promised.
3/27/17 - Called Steven call was not returned.
3/28/17 - Spoke with Steven, and he said he didn't take any notes on technician's assessment or warranty claim and he would call us back 3/28/17 once he spoke with warranty department
4/4/17 - Called Steven, and he said he was busy and would return our call in 1 hour. Never returned call
4/4/17 - Called 2 hours later, and asked to speak to Service Manager, Jacob. Jacob could not find any notes, and agreed to look at the RV with technician and get back to us the same day. Jacob called back, and stated that warranty request was submitted on 3/12/17 and that Little Dealer did not receive a response back from extended warranty company. Jacob said he or Steven would call back on 4/5/17 with an update (no call was received).
4/5/17 - Called extended warranty company to confirm claim was submitted on 3/12/17 per Jacob's comment.  Actual claim submittal date was 3/24/17.
4/5/17 4p - Called Steven and asked that RV be ready to pick up before 6p. Steven agreed.  
4/5/17 5:50p When we arrived, Steven had us sign paperwork to release the RV.  Steven indicated keys were in the RV and it was ready to go.
4/5/17 6:15p - Dealership closed, and after walk-through of RV, dashboard was completely removed (not able to be driven), oven was disassembled, and cabinet drawers (3) were off their rails sitting on the floor. Keys were not in RV.
4/5/17 6:30p - Call placed by Bobby Kelly (Sales Manager) to Jacob. Jacob said they would reassemble RV in the morning, and call us when it was complete.
4/5/17 7:30pm - No Resolution at time of Review"
2.5,5,My husband and I recently bought a new trailer here.. My only complaint after was we realized we were missing a few parts..after repeatedly trying to reach our salesperson to no avail we were contacted by Kelli Isley in the parts dept. She went above and beyond to get us the parts we needed. I cannot say enough good things about how much I appreciate her taking a very frustrating experience that was no fault of hers and making it right. She kept in contact with us until the situation was resolved! She even contacted us after to make sure we were completely satisfied. Thanks Kelli Isley - we will be using Little Dealer for all our parts needs!
2.5,1,"Just purchase a new 26ft trailer called about some warranty work due to sun damage (trailer is two months old) and was told 5 to 6 weeks to take a look at it. Couldn't believe it, not only that the lack of concern was pretty unsettling. This are the things you always find out after you spend $25k. Never do business with these guys complete bums and disrespectful. Ones they have your money you can wait six weeks to get an answer about your new trailer falling apart. Use a reputable dealer not little dealer littler service."
2.5,1,"Guy Named Kyle that works at Deer Valley location, had notification I was coming about 24hrs prior to arrival, but keep in mind its 115 degrees here right now and I said that I want the RV On and Running Cold prior to my arrival because I am 40 miles away, and the interior is 165 plus, and want to see everything before a deposit commitment. I said, I had a set back cannot make the appointment at 10 am and he responded that, "" Its OK we had someone come in later in the day, that wants to make an offer in the morning Anyway.""  Is, anyone finding this response Arrogant? This guy could offer something else in the same price to save a customer. Instead he says F U. I got someone else on this one. I am Irate on this response. He responds by Text no less... with the above and no, human contact. Take Advise... these sales guys are Aggressive and even the Finance, so please do not Drive off a lot without complete satisfaction or they will guilt you into buying because they DID SO MUCH FOR YOU. BULLSHIT!"
2.5,5,"Getting a popup truck camper ready for an upcoming trip. Discovered a propane hose leak, called Jose in service this is 2pm on a Saturday. Yay,  they have the part and can do the installation today! The tech Scott found a regulator problem also and completed the work before closing! I had an awesome experience and now ready to go camping. Thanks to Jose, Scott and the service manager !"
2.5,1,"I had read the bad reviews, however we purchased our first Toyhauler from this dealership in 2006 and had a good experience so we gave them the benefit of the doubt. Last weekend we stopped in and found a 2015 Attitude 28' Fifth wheel. The Salesperson called someone up  for the price and told us $21,900 firm. We thought about it and went back this morning to look at it again. The sales rep said we misunderstood, the price is $29,900 but is negotiable. She said we must've misunderstood due to her accent. It's hard to misunderstand between ""firm"" and ""negotiable"". I gave her my card and said to text or email me with a firm price. She calls me and said they got a deposit from someone else yesterday and as our conversation progressed said that there was a miscommunication on the price. I said thank you for your time and hung up. 2 seconds later I get this unprofessional text message from the rep. We won't be returning."
2.5,5,"""My Happy Place""   
     My Wife and I visited Little Dealer on Deer Valley 3 Months ago looking for a particular Class A.   
   We immediately loved the how we were treated there from the initial ""Hello and Welcome "" from the bubbly reseptionist.  Then we met "" Tim""  and the process became fun and informative!   Tim knows his stuff!    They did not have the unit we wanted but Tim, stayed on our quest anyway.   
    We found what we thought we wanted elsewhere ( Big Mistake! ) and purchased it, but knew right away we had bought the wrong unit.
     Long story short, and fast forward to 3 days ago we bought a travel trailer from our man ""Tim "" and became involved with all the other great people there at ""Little Dealer.  
     Amber handled all our final paperwork like a Pro,  without the ""Normal "" High pressure to buy things we didn't need. 
      Danny the General manager couldn't have been more helpful throughout the whole process.   He was very involved in making sure as Tim was in making sure we bought the right Trailer for our Tow vehicle.   It wasn't just about selling us something, it was about selling us the ""Right Trailer "", and I have to tell you that was Very refreshing indeed after being ""Sold "" the Wrong RV by other uncaring dealers. 
       The people after the Sale we're equally as great.  Mike and his team made sure I knew everything about my new Trailer and how it hooked up to my vehicle.   They didn't leave my safety in the future to chance.
        So I Highly recommend going to see ""Tim "" and all our new Friends at ""Little Dealer Little Prices"" , Our New Happy Place!!   Tell them "" Ron & Charlotte sent you!"
2.5,5,5 Stars all the way for Randy and the staff.  The units at this dealership are displayed in a camp like atmosphere that is unlike any other I have seen. The set up alone is worth a visit. The entire indoor air conditioned facility and friendly staff made my experience the very best.  Highly recommend the Deer Valley store and ask for Ranger Randy!  Can't say enough about how impressed I am with the whole operation.  All the Best!  JD
2.5,5,had a seriously damaged boat trailer with large boat on it.  Took several months to get all the parts but they did a fantastic job and were super friendly at reasonable prices.  They even dealt with the insurance company.  Unit was kept under cover and they kept me informed of progress.  We were out of town most of the time so the delay wasn't a factor.  Would do business with them again anytime.
2.5,4,"NO RATING Would be most appropriate. LITTLE DEALER-RIP OFF PRICES!! After spending almost $1000.00 on repairs, (water pump, slideout awning) I noticed I was grossly overcharged on my oil change. Prior to handing my vehicle over, I specifically asked the price on the oil change. I was told by the blonde lady behind the desk $85, I thought it was a little high considering I have my oil changed at Bell Ford and I only get charged $50 for this service. When I went to pick up my vehicle, MY CHARGE FOR THE OIL CHANGE WAS $230!!!  I was charged $85 for the oil change and then I was charged $150 for labor on the oil change. WOW!!
I talked to the service manager and he said he would deduct $30 off the labor. Then I was told that Bell Ford  didn't know how to change oil.  I never had a problem with Bell Ford ripping me off on a oil change. I have been coming to this place for the 4 years I have owned a motorhome  and they just lost a good customer. Over a $230 oil change.

UPDATE:  After going around and around, Jason the service manager decided to refund my $150, so my oil change was the $85 that I was originally told. But Jason told me I was never to come back to Little Dealer Little Prices again. I was a good client for 4 years, never complained, always thought they were a good, fair business until this. I know people make mistakes, but if this is the new norm for the young people in business to screw us over, make it right and then tell us never to come back, then we are all in trouble!!!

7/28/2017  UPDATE:  After Jason called me and we worked things out, I decided to give them 4 stars. Jason corrected the situation. He apologized for acting like a fool, he gave me back my $150 that I was overcharged.From now on, I will get their charges in writting prior to giving them authorization.  Prior to this incident, I had never had a problem with this business. Little Dealer always did a good job and I feel at a fair price. I will go back to them again."
2.5,4,"Thanks to Phillip Mayse in service my rv was repaired and serviced with only one glitch.  The first attempt to solve the problem didn't work.  When I returned to give them the opportunity to correct the error, I was impressed by the honest admission that the part should have been replaced in the first place.  I was treated fairly regarding price and as a compensation for having to return.  I trust Phillip to give me a straight story and a fair deal.  Tell him Buttercup sent ya.  He'll remember my dog."
2.5,5,"Ok, for anyone who has been in Cabelas, this place is similar. I could have hung around the big RV campsite with the real looking fireplaces and the motorcycles. Wow!!!! My son went crazy in there!! So I was immediately met by a man named Pat who was the first salesperson I saw and he introduced himself.  From then on all my questions were answered and I felt like Pat is the guy you always want as a salesperson because he is smart and remembers the details very well.  From then on I had no excuses! From a guy like me who is critical of sales (from buying cars) I was sure to see something I didn't like. However, I believe I gave my business to honest people. It was fun to hang out and buy an RV. Mike was the Manager there and we always met with a smile. I felt like he really helped my deal go through! Oh, my kids had the toy cars out in the salesroom and drove my wife crazy while we made the deal :) After that I was met with some other very professional individual's like Michelle who closed the deal on paper and made the buying experience in the finance room not feel like a heart attack!! I felt confident signing the papers because everything was explained to me from the beginning and the numbers were consistent (not like a lot of places). Trust is HUGE when buying something so this is important and I was able to trust them. After that Jeff showed me how to work the weight distribution hitch, sway bar and Steve did the brake control. Extra attention was paid to my vehicle and I felt confident driving a 30 ft. trailer home !!!! Pat, thanks for closing the deal on your day off. My family is very happy. Thanks everyone :)"
2.5,2,"Worked with Michael, experience started off great and spent several hours looking at campers. When finished and asking for work up pricing on a couple travel trailers he stated would only do two. So waited for call back which didn't receive and when contacting his number to ask about them he never called back. I have been to two of your dealerships and both times end up feeling your staff do not care for customers needs or to close the sale. Michael was very knowledgeable and fun to work with but never followed up with us regarding a purchase. Very disappointing will not recommend or go to little dealers little prices again."
2.5,1,"There service department is an absolute joke.  They don't return calls, they don't communicate.  They tell you that your repairs will be done by a certain date and then they aren't and they can't even call you to tell you or return your phone calls.
I can't speak for their sales department but their service department LACKS SERVICE! 
I am taking my complaint past leaving a review and am trying to reach a supervisor.  This has been one of the worst experiences I've had with any kind of repair/service company.  It really isn't that difficult to pick up a phone and communicate with a client."
4,5,"What a fantastic park located in a pretty wooded setting away from all the crazy rush of Charlotte - But still close enough to all your amenities - Shopping, Dining etc. Office staff is super friendly and eager to help - Great dog park and pet friendly - Owners work hard to keep the place up and clean - Nice friendly people that stay here too - not noisy at all - Laundry and Bath facilities also -  Definitely worth the stop by!"
4,4,"Nice clean park, friendly staff! Gravel sites, which we like. No ant piles! Yay! Good for pets.  50 amp, full hook ups, we had a nice pull thru! Good location, close to restaurants and shops. Couldn't get satellite, tree in the way. Did not see a pool. They only have basic cable, reason for 4 stars, normally campgrounds with cable, would have more channels, not just basic. Would stay here again."
4,5,The park is very clean and I found our location to be nice. The bathhouse is well situated and clean.   I find it to be very quiet.  Everyone we have met has been very nice. There are several dogs here and they are all quiet.  I really like the place.  Our internet and cable are fitting our needs.  We are next to one of the roads and have no complaints about the traffic or noise.   I love it here.  I am very comfortable with my daughter residing here.  Would recommend it to everyone who camps. This is such a oasis of trees and serenity hidden here among all of the housing nearby.  The restaurant selection is awesome and we will visit our daughter again to enjoy all this facility has to offer.
4,5,"There is the KOA and this campground in this location. Crown cove definitely has it right! The girls that work in the office are incredible! It's privately owned and you can tell! Very welcoming! Beautiful sites, nice and shaded, and very quiet! Perfect place to hang out. If you have kids the KOA would probably be better for them, but warning, they are lacking in maintenance and hospitality."
4,5,"Highly recommend.  I have been here a month and plan to stay long term.  No problems whatsoever.  Clean and well maintained grounds. The staff in the office is excellent.  Great location. Can't think of anything negative to say. I am enjoying my stay and will be here for a long time, I hope!"
4,2,"It's a little tight for pulling in with a big rig. 
The internet doesn't work.
My att service here is only 2 bars. Oh well
Coming in these folks knew I was staying 3 weeks. They call today to tell me I will have to move because they scheduled someone to come to my spot. There are 3 open spots the same size. 
They also won't take a delivery or tell the delivery person where to deliver. They don't hold it for you they have it returned.
This is not a place to stay for a couple of weeks. It is 95% full time."
